mmu00010,Glycolysis / Gluconeogenesis
19047,Ppp1cc
434233,Ppp1ccb
18767,Pkia
mmu05100,Bacterial invasion of epithelial cells
12550,Cdh1
12387,Ctnnb1
12386,Ctnna2
216033,Ctnna3
12385,Ctnna1
78514,Arhgap10
17295,Met
14388,Gab1
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
12928,Crk
12929,Crkl
330662,Dock1
12540,Cdc42
19353,Rac1
73178,Wasl
83767,Wasf1
242687,Wasf2
11867,Arpc1b
56443,Arpc1a
76709,Arpc2
56378,Arpc3
68089,Arpc4
67771,Arpc5
74192,Arpc5l
11465,Actg1
11461,Actb
54204,Septin1
18000,Septin2
24050,Septin3
53860,Septin9
71089,Septin12
56526,Septin6
52398,Septin11
20362,Septin8
12402,Cbl
20416,Shc1
216148,Shc2
20418,Shc3
271849,Shc4
12488,Cd2ap
13429,Dnm1
103967,Dnm3
13430,Dnm2
12757,Clta
74325,Cltb
67300,Cltc
12389,Cav1
12390,Cav2
12391,Cav3
13043,Cttn
15163,Hcls1
20779,Src
14083,Ptk2
12927,Bcar1
19303,Pxn
14268,Fn1
16402,Itga5
16412,Itgb1
16202,Ilk
71890,Mad2l2
622434,Arhgef26
56212,Rhog
140580,Elmo1
140579,Elmo2
234683,Elmo3
11848,Rhoa
67653,4930544G11Rik
22330,Vcl
mmu05132,Salmonella infection
53413,Exoc7
105504,Exoc5
20336,Exoc4
66482,Exoc2
56044,Rala
11465,Actg1
11461,Actb
20194,S100a10
12306,Anxa2
66395,Ahnak
100041194,Ahnak2
27205,Podxl
19264,Ptprc
271457,Rab5a
19344,Rab5b
19345,Rab5c
225326,Pik3c3
19349,Rab7
226421,Rab7b
280408,Rilp
13424,Dync1h1
110350,Dync2h1
13426,Dync1i1
13427,Dync1i2
234663,Dync1li2
235661,Dync1li1
213575,Dync2li1
56455,Dynll1
68097,Dynll2
67068,Dynlrb1
75465,Dynlrb2
21648,Dynlt1b
67117,Dynlt3
100040531,Dynlt1f
100310872,Dynlt1a
100040563,Dynlt1c
170760,Acbd3
353047,Plekhm1
71732,Vps11
80743,Vps16
228545,Vps18
77573,Vps33a
269338,Vps39
218035,Vps41
17281,Fyco1
17113,M6pr
56382,Rab9
319642,Rab9b
70297,Gcc2
69582,Plekhm2
11848,Rhoa
67653,4930544G11Rik
16593,Klc1
16594,Klc2
232943,Klc3
74764,Klc4
18643,Pfn1
18645,Pfn2
75477,Pfn3
382562,Pfn4
192176,Flna
286940,Flnb
68794,Flnc
80837,Rhoj
19878,Rock2
17880,Myh11
17886,Myh9
71960,Myh14
77579,Myh10
17904,Myl6
216459,Myl6b
98932,Myl9
67938,Myl12b
67268,Myl12a
234686,Fhod1
622434,Arhgef26
56212,Rhog
12540,Cdc42
19353,Rac1
105855,Nckap1l
50884,Nckap1
20430,Cyfip1
76884,Cyfip2
11308,Abi1
101314,Brk1
245880,Wasf3
67771,Arpc5
74192,Arpc5l
68089,Arpc4
56378,Arpc3
11867,Arpc1b
56443,Arpc1a
76709,Arpc2
18479,Pak1
18481,Pak3
17920,Myo6
19157,Cyth1
19158,Cyth2
19159,Cyth3
72318,Cyth4
11845,Arf6
11840,Arf1
11841,Arf2
224014,Fgd4
170625,Snx18
235406,Snx33
66616,Snx9
73178,Wasl
13430,Dnm2
21899,Tlr6
24088,Tlr2
117149,Tirap
17874,Myd88
12475,Cd14
21898,Tlr4
17087,Ly96
53791,Tlr5
81897,Tlr9
16179,Irak1
266632,Irak4
22034,Traf6
26409,Map3k7
66513,Tab1
68652,Tab2
66724,Tab3
16151,Ikbkg
12675,Chuk
16150,Ikbkb
18035,Nfkbia
18033,Nfkb1
19697,Rela
107607,Nod1
15519,Hsp90aa1
15516,Hsp90ab1
22027,Hsp90b1
192656,Ripk2
110750,Cse1l
16646,Kpna1
16648,Kpna3
16649,Kpna4
27050,Rps3
15461,Hras
110157,Raf1
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
26397,Map2k3
26399,Map2k6
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
26398,Map2k4
26400,Map2k7
26419,Mapk8
26420,Mapk9
26414,Mapk10
14281,Fos
16476,Jun
21926,Tnf
16176,Il1b
16193,Il6
12387,Ctnnb1
21414,Tcf7
21415,Tcf7l1
21416,Tcf7l2
16842,Lef1
17869,Myc
320795,Pkn1
71999,Fbxo22
21402,Skp1
21937,Tnfrsf1a
22030,Traf2
71609,Tradd
11797,Birc2
11796,Birc3
19766,Ripk1
14433,Gapdh
22035,Tnfsf10
21933,Tnfrsf10b
14082,Fadd
12370,Casp8
56532,Ripk3
12028,Bax
12018,Bak1
13063,Cycs
13067,Cyct
12043,Bcl2
12367,Casp3
12369,Casp7
11852,Rhob
74734,Rhoh
20130,Rras
11651,Akt1
11652,Akt2
23797,Akt3
74568,Mlkl
22166,Txn1
56551,Txn2
216799,Nlrp3
17940,Naip1
17951,Naip5
17952,Naip6
53880,Naip7
17948,Naip2
268973,Nlrc4
66824,Pycard
12362,Casp1
16173,Il18
12363,Casp4
69146,Gsdmd
mmu05133,Pertussis
16402,Itga5
16412,Itgb1
16409,Itgam
16414,Itgb2
16415,Itgb2l
12313,Calm1
80796,Calm4
12315,Calm3
12314,Calm2
70405,Calml3
494124,Calm5
75600,Calml4
11848,Rhoa
67653,4930544G11Rik
12631,Cfl1
12632,Cfl2
12367,Casp3
12369,Casp7
12362,Casp1
66824,Pycard
216799,Nlrp3
16176,Il1b
12259,C1qa
12260,C1qb
12262,C1qc
50909,C1ra
667277,C1rb
317677,C1s2
50908,C1s1
12263,C2
12268,C4b
12266,C3
15139,Hc
12258,Serping1
12269,C4bp
22789,Zp3r
17087,Ly96
21898,Tlr4
12475,Cd14
117149,Tirap
17874,Myd88
266632,Irak4
16179,Irak1
22034,Traf6
18033,Nfkb1
19697,Rela
225471,Ticam2
106759,Ticam1
54131,Irf3
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
26419,Mapk8
26420,Mapk9
26414,Mapk10
26413,Mapk1
26417,Mapk3
14281,Fos
16476,Jun
16193,Il6
16159,Il12a
16160,Il12b
83430,Il23a
21926,Tnf
16153,Il10
16362,Irf1
15900,Irf8
20387,Sftpa1
14677,Gnai1
14679,Gnai3
14678,Gnai2
20311,Cxcl5
107607,Nod1
16175,Il1a
18126,Nos2
mmu05134,Legionellosis
15510,Hspd1
12266,C3
12946,Cr1l
16409,Itgam
16414,Itgb2
16415,Itgb2l
11840,Arf1
11841,Arf2
19324,Rab1a
76308,Rab1b
20333,Sec22b
20224,Sar1a
66397,Sar1b
269523,Vcp
11783,Apaf1
13063,Cycs
13067,Cyct
12371,Casp9
12367,Casp3
12370,Casp8
12176,Bnip3
94044,Bcl2l13
18034,Nfkb2
18035,Nfkbia
18033,Nfkb1
19697,Rela
12750,Clk4
12747,Clk1
56422,Hbs1l
13628,Eef1a2
13627,Eef1a1
15499,Hsf1
15481,Hspa8
15482,Hspa1l
193740,Hspa1a
15512,Hspa2
15511,Hspa1b
67160,Eef1g
17940,Naip1
17951,Naip5
17952,Naip6
53880,Naip7
17948,Naip2
12369,Casp7
268973,Nlrc4
66824,Pycard
12362,Casp1
16173,Il18
16176,Il1b
53791,Tlr5
24088,Tlr2
12475,Cd14
21898,Tlr4
17874,Myd88
21926,Tnf
16193,Il6
16159,Il12a
16160,Il12b
14825,Cxcl1
20310,Cxcl2
330122,Cxcl3
mmu05135,Yersinia infection
14268,Fn1
16401,Itga4
16402,Itga5
16412,Itgb1
20779,Src
12927,Bcar1
12928,Crk
12929,Crkl
330662,Dock1
19353,Rac1
19354,Rac2
170758,Rac3
18717,Pip5k1c
18719,Pip5k1b
18720,Pip5k1a
11845,Arf6
73178,Wasl
66713,Actr2
242894,Actr3b
74117,Actr3
11465,Actg1
11461,Actb
215280,Wipf1
68524,Wipf2
330319,Wipf3
108100,Baiap2
242687,Wasf2
19229,Ptk2b
14083,Ptk2
19303,Pxn
26431,Git2
54126,Arhgef7
12540,Cdc42
22376,Was
69632,Arhgef12
16801,Arhgef1
110596,Arhgef28
11848,Rhoa
67653,4930544G11Rik
19877,Rock1
19878,Rock2
23880,Fyb
54353,Skap2
216799,Nlrp3
83564,Nlrp4c
446099,Nlrp4e
320795,Pkn1
109333,Pkn2
110651,Rps6ka3
20111,Rps6ka1
20112,Rps6ka2
67071,Rps6ka6
54483,Mefv
16885,Limk1
66824,Pycard
12362,Casp1
16173,Il18
16176,Il1b
21898,Tlr4
17874,Myd88
266632,Irak4
16179,Irak1
22034,Traf6
22030,Traf2
66513,Tab1
68652,Tab2
26409,Map3k7
16151,Ikbkg
12675,Chuk
16150,Ikbkb
18035,Nfkbia
18033,Nfkb1
19697,Rela
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
26397,Map2k3
26399,Map2k6
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
26398,Map2k4
26400,Map2k7
26419,Mapk8
26420,Mapk9
26414,Mapk10
14281,Fos
16476,Jun
106759,Ticam1
56480,Tbk1
54131,Irf3
21926,Tnf
16193,Il6
15977,Ifnb1
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
11651,Akt1
11652,Akt2
23797,Akt3
56637,Gsk3b
20296,Ccl2
20293,Ccl12
16818,Lck
22637,Zap70
16797,Lat
16822,Lcp2
22324,Vav1
22325,Vav2
57257,Vav3
18803,Plcg1
18018,Nfatc1
18019,Nfatc2
18021,Nfatc3
16183,Il2
16153,Il10
mmu05140,Leishmaniasis
24088,Tlr2
21898,Tlr4
17874,Myd88
16179,Irak1
266632,Irak4
22034,Traf6
26409,Map3k7
66513,Tab1
68652,Tab2
18036,Nfkbib
18035,Nfkbia
18033,Nfkb1
19697,Rela
16175,Il1a
16176,Il1b
16159,Il12a
16160,Il12b
21926,Tnf
16189,Il4
18126,Nos2
16153,Il10
21803,Tgfb1
21808,Tgfb2
21809,Tgfb3
12266,C3
12946,Cr1l
16409,Itgam
16414,Itgb2
16415,Itgb2l
14129,Fcgr1
14131,Fcgr3
246256,Fcgr4
16401,Itga4
16412,Itgb1
19225,Ptgs2
18751,Prkcb
17969,Ncf1
17970,Ncf2
17972,Ncf4
13058,Cybb
13057,Cyba
26413,Mapk1
26417,Mapk3
13712,Elk1
14281,Fos
16476,Jun
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
15978,Ifng
15979,Ifngr1
15980,Ifngr2
16451,Jak1
16452,Jak2
20846,Stat1
14960,H2-Aa
14961,H2-Ab1
14969,H2-Eb1
14998,H2-DMa
14999,H2-DMb1
15000,H2-DMb2
15001,H2-Oa
15002,H2-Ob
100504404,H2-Ea
17357,Marcksl1
13628,Eef1a2
13627,Eef1a1
15170,Ptpn6
mmu05142,Chagas disease (American trypanosomiasis)
21898,Tlr4
106759,Ticam1
24088,Tlr2
21899,Tlr6
81897,Tlr9
17874,Myd88
16179,Irak1
266632,Irak4
22034,Traf6
26398,Map2k4
26419,Mapk8
26420,Mapk9
26414,Mapk10
26413,Mapk1
26417,Mapk3
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
14281,Fos
16476,Jun
16151,Ikbkg
12675,Chuk
16150,Ikbkb
18035,Nfkbia
18033,Nfkb1
19697,Rela
15977,Ifnb1
20304,Ccl5
20296,Ccl2
20293,Ccl12
21926,Tnf
16159,Il12a
16160,Il12b
16193,Il6
20302,Ccl3
16176,Il1b
51792,Ppp2r1a
73699,Ppp2r1b
52432,Ppp2r2d
72930,Ppp2r2b
269643,Ppp2r2c
71978,Ppp2r2a
19052,Ppp2ca
19053,Ppp2cb
15978,Ifng
15979,Ifngr1
15980,Ifngr2
21937,Tnfrsf1a
18126,Nos2
12266,C3
12317,Calr
12259,C1qa
12260,C1qb
12262,C1qc
16153,Il10
21803,Tgfb1
21808,Tgfb2
21809,Tgfb3
11421,Ace
217246,Ace3
16644,Kng1
385643,Kng2
12062,Bdkrb2
14682,Gnaq
14672,Gna11
14675,Gna14
14676,Gna15
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
14677,Gnai1
14679,Gnai3
14678,Gnai2
14681,Gnao1
14683,Gnas
14680,Gnal
432530,Adcy1
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
11651,Akt1
11652,Akt2
23797,Akt3
21813,Tgfbr2
21812,Tgfbr1
17126,Smad2
18787,Serpine1
14103,Fasl
14102,Fas
14082,Fadd
12370,Casp8
12633,Cflar
12500,Cd3d
12501,Cd3e
12502,Cd3g
12503,Cd247
16183,Il2
mmu05143,African trypanosomiasis
81897,Tlr9
17874,Myd88
50492,Thop1
16644,Kng1
385643,Kng2
230899,Nppa
11806,Apoa1
110257,Hba-a2
15122,Hba-a1
15129,Hbb-b1
15130,Hbb-b2
101488143,Hbb-bt
100503605,Hbb-bs
16153,Il10
16159,Il12a
16160,Il12b
16173,Il18
15978,Ifng
21926,Tnf
16176,Il1b
16193,Il6
14103,Fasl
14102,Fas
22329,Vcam1
20339,Sele
15894,Icam1
16775,Lama4
15930,Ido1
209176,Ido2
14063,F2rl1
14682,Gnaq
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
18750,Prkca
18751,Prkcb
18752,Prkcg
mmu05144,Malaria
20969,Sdc1
15529,Sdc2
16971,Lrp1
12520,Cd81
15234,Hgf
17295,Met
13349,Ackr1
14934,Gypa
71683,Gypc
110257,Hba-a2
15122,Hba-a1
15129,Hbb-b1
15130,Hbb-b2
101488143,Hbb-bt
100503605,Hbb-bs
81897,Tlr9
17874,Myd88
24088,Tlr2
21898,Tlr4
16153,Il10
21803,Tgfb1
21808,Tgfb2
21809,Tgfb3
16193,Il6
20296,Ccl2
20293,Ccl12
12985,Csf3
16176,Il1b
21926,Tnf
16159,Il12a
16173,Il18
17057,Klrb1a
17059,Klrb1c
232408,Klrb1f
80782,Klrb1b
100043861,Klrb1
27007,Klrk1
16635,Klra4
15978,Ifng
12491,Cd36
12946,Cr1l
18613,Pecam1
22329,Vcam1
21825,Thbs1
12845,Comp
21826,Thbs2
21827,Thbs3
21828,Thbs4
20339,Sele
16408,Itgal
16414,Itgb2
16415,Itgb2l
15894,Icam1
21947,Cd40lg
21939,Cd40
20344,Selp
mmu05145,Toxoplasmosis
15978,Ifng
15979,Ifngr1
15980,Ifngr2
16451,Jak1
16452,Jak2
20846,Stat1
12265,Ciita
14960,H2-Aa
14961,H2-Ab1
14969,H2-Eb1
14998,H2-DMa
14999,H2-DMb1
15000,H2-DMb2
15001,H2-Oa
15002,H2-Ob
100504404,H2-Ea
15944,Irgm1
16145,Igtp
18126,Nos2
12703,Socs1
239081,Tlr11
17874,Myd88
16179,Irak1
266632,Irak4
22034,Traf6
26409,Map3k7
66513,Tab1
68652,Tab2
26413,Mapk1
26417,Mapk3
26419,Mapk8
26420,Mapk9
26414,Mapk10
26397,Map2k3
26399,Map2k6
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
12675,Chuk
16150,Ikbkb
16151,Ikbkg
18035,Nfkbia
18036,Nfkbib
18033,Nfkb1
19697,Rela
16159,Il12a
16160,Il12b
21926,Tnf
12043,Bcl2
12048,Bcl2l1
11797,Birc2
11796,Birc3
11798,Xiap
329581,Birc7
17087,Ly96
21898,Tlr4
15481,Hspa8
15482,Hspa1l
193740,Hspa1a
15512,Hspa2
15511,Hspa1b
24088,Tlr2
16772,Lama1
16773,Lama2
16774,Lama3
16776,Lama5
16775,Lama4
16777,Lamb1
16779,Lamb2
16780,Lamb3
226519,Lamc1
16782,Lamc2
23928,Lamc3
16403,Itga6
16412,Itgb1
16835,Ldlr
21937,Tnfrsf1a
12370,Casp8
12367,Casp3
13063,Cycs
13067,Cyct
12371,Casp9
14677,Gnai1
14679,Gnai3
14678,Gnai2
14681,Gnao1
30955,Pik3cg
320207,Pik3r5
104709,Pik3r6
18607,Pdpk1
11651,Akt1
11652,Akt2
23797,Akt3
12015,Bad
21947,Cd40lg
21939,Cd40
105675,Ppif
12774,Ccr5
11689,Alox5
16153,Il10
16154,Il10ra
16155,Il10rb
54721,Tyk2
20848,Stat3
21803,Tgfb1
21808,Tgfb2
21809,Tgfb3
mmu05146,Amoebiasis
16176,Il1b
16177,Il1r1
16178,Il1r2
18033,Nfkb1
19697,Rela
15507,Hspb1
17831,Muc2
12842,Col1a1
12843,Col1a2
12826,Col4a1
12827,Col4a2
12829,Col4a4
94216,Col4a6
12830,Col4a5
12828,Col4a3
14268,Fn1
16772,Lama1
16773,Lama2
16774,Lama3
16776,Lama5
16775,Lama4
16777,Lamb1
16779,Lamb2
16780,Lamb3
226519,Lamc1
16782,Lamc2
23928,Lamc3
12367,Casp3
14682,Gnaq
14672,Gna11
14675,Gna14
14676,Gna15
18795,Plcb1
18797,Plcb3
18798,Plcb4
18796,Plcb2
18750,Prkca
18751,Prkcb
18752,Prkcg
14683,Gnas
14680,Gnal
432530,Adcy1
18747,Prkaca
18749,Prkacb
271457,Rab5a
19344,Rab5b
19345,Rab5c
19349,Rab7
226421,Rab7b
24088,Tlr2
21898,Tlr4
12475,Cd14
16193,Il6
14825,Cxcl1
20310,Cxcl2
330122,Cxcl3
12981,Csf2
21926,Tnf
16159,Il12a
16160,Il12b
12479,Cd1d1
12480,Cd1d2
15978,Ifng
12825,Col3a1
14083,Ptk2
22330,Vcl
60595,Actn4
109711,Actn1
11846,Arg1
11847,Arg2
18126,Nos2
16414,Itgb2
16415,Itgb2l
16409,Itgam
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18477,Prdx1
20248,Serpinb3a
20719,Serpinb6a
20723,Serpinb9
241197,Serpinb10
241196,Serpinb13
20710,Serpinb9e
20706,Serpinb9b
544923,Serpinb9h
93806,Serpinb9g
20709,Serpinb9f
20707,Serpinb9c
20726,Serpinb9d
394252,Serpinb3d
97848,Serpinb6c
381286,Serpinb3c
383548,Serpinb3b
20708,Serpinb6b
13035,Ctsg
16153,Il10
21803,Tgfb1
21808,Tgfb2
21809,Tgfb3
230558,C8a
110382,C8b
69379,C8g
12279,C9
mmu05150,Staphylococcus aureus infection
107656,Krt9
16660,Krt31
16661,Krt10
16663,Krt13
16664,Krt14
16665,Krt15
16666,Krt16
16667,Krt17
16668,Krt18
16669,Krt19
16670,Krt32
16671,Krt33b
16672,Krt34
268482,Krt12
53617,Krt35
94179,Krt23
237934,Krt39
406221,Krt40
16675,Krt27
66809,Krt20
68239,Krt42
70810,Krt25
71888,Krt33a
75706,Krt24
16673,Krt36
70843,Krt28
320864,Krt26
99571,Fgg
12266,C3
14962,Cfb
11537,Cfd
12628,Cfh
214403,Gm4788
17194,Mbl1
17195,Mbl2
17174,Masp1
17175,Masp2
12259,C1qa
12260,C1qb
12262,C1qc
50909,C1ra
667277,C1rb
317677,C1s2
50908,C1s1
12263,C2
12268,C4b
15139,Hc
12267,C3ar1
12273,C5ar1
14129,Fcgr1
14130,Fcgr2b
14131,Fcgr3
246256,Fcgr4
14289,Fpr2
14294,Fpr3
14291,Fpr-rs4
321020,Fpr-rs6
14290,Fpr-rs3
14293,Fpr1
18815,Plg
12630,Cfi
20345,Selplg
20344,Selp
15894,Icam1
16408,Itgal
16409,Itgam
16414,Itgb2
16415,Itgb2l
13214,Defb1
56519,Defb4
244332,Defb14
13237,Defa3
13239,Defa5
13240,Defa6
382059,Defa22
66298,Defa21
68009,Defa20
13216,Defa1
13218,Defa29
13219,Defa-rs10
13221,Defa-rs12
13222,Defa-rs2
13226,Defa31
382000,Defa39
497114,Defa23
13238,Defa4
100294660,Defa2
23855,Defa17
100041890,Defa32
100505096,Defa33
100041811,Defa27
626708,Defa26
100041895,Defa37
100041759,Defa41
100041787,Defa40
100038927,Defa30
100041688,Defa35
100041952,Defa34
13236,Defa25
100862126,Defa36
503491,Defa24
626682,Defa28
665927,Defa42
634825,Defa38
100503970,Not Found
665956,Defa43
13223,Defa-rs4
12796,Camp
225256,Dsg1b
13510,Dsg1a
211924,Dsg1c
14960,H2-Aa
14961,H2-Ab1
14969,H2-Eb1
14998,H2-DMa
14999,H2-DMb1
15000,H2-DMb2
15001,H2-Oa
15002,H2-Ob
100504404,H2-Ea
19204,Ptafr
16153,Il10
mmu05152,Tuberculosis
21926,Tnf
21937,Tnfrsf1a
71609,Tradd
14082,Fadd
12370,Casp8
12367,Casp3
12122,Bid
12028,Bax
13063,Cycs
13067,Cyct
12371,Casp9
11783,Apaf1
11651,Akt1
11652,Akt2
23797,Akt3
12015,Bad
12043,Bcl2
108058,Camk2d
12325,Camk2g
12323,Camk2b
12322,Camk2a
15978,Ifng
15979,Ifngr1
15980,Ifngr2
16451,Jak1
16452,Jak2
20846,Stat1
12265,Ciita
53970,Rfx5
19727,Rfxank
170767,Rfxap
18044,Nfya
18045,Nfyb
18046,Nfyc
12912,Creb1
14960,H2-Aa
14961,H2-Ab1
14969,H2-Eb1
14998,H2-DMa
14999,H2-DMb1
15000,H2-DMb2
15001,H2-Oa
15002,H2-Ob
100504404,H2-Ea
16149,Cd74
12914,Crebbp
328572,Ep300
16153,Il10
16154,Il10ra
16155,Il10rb
13040,Ctss
56619,Clec4e
14127,Fcer1g
56644,Clec7a
20779,Src
20963,Syk
332579,Card9
240354,Malt1
12042,Bcl10
257632,Nod2
192656,Ripk2
15526,Hspa9
15510,Hspd1
16803,Lbp
24088,Tlr2
21897,Tlr1
21899,Tlr6
21898,Tlr4
12475,Cd14
117149,Tirap
17874,Myd88
266632,Irak4
16179,Irak1
108960,Irak2
22034,Traf6
18033,Nfkb1
19697,Rela
26416,Mapk14
19094,Mapk11
29857,Mapk12
26415,Mapk13
26413,Mapk1
26417,Mapk3
26419,Mapk8
26420,Mapk9
26414,Mapk10
18126,Nos2
16193,Il6
16159,Il12a
16160,Il12b
16173,Il18
83430,Il23a
16175,Il1a
16176,Il1b
12608,Cebpb
12611,Cebpg
81897,Tlr9
15962,Ifna1
15965,Ifna2
15967,Ifna4
15968,Ifna5
15969,Ifna6
15970,Ifna7
15972,Ifna9
15964,Ifna11
242519,Ifna12
230396,Ifna13
404549,Ifna14
15974,Ifnab
242517,Ifna15
15977,Ifnb1
170776,Cd209c
170779,Cd209d
170780,Cd209e
170786,Cd209a
69165,Cd209b
69142,Cd209f
70192,Cd209g
69632,Arhgef12
11848,Rhoa
67653,4930544G11Rik
16985,Lsp1
12795,Plk3
16706,Ksr1
110157,Raf1
21803,Tgfb1
21808,Tgfb2
21809,Tgfb3
13115,Cyp27b1
22337,Vdr
12796,Camp
12266,C3
12946,Cr1l
16411,Itgax
16414,Itgb2
16415,Itgb2l
16409,Itgam
17533,Mrc1
17534,Mrc2
18779,Pla2r1
56632,Sphk2
20698,Sphk1
12313,Calm1
80796,Calm4
12315,Calm3
12314,Calm2
70405,Calml3
494124,Calm5
75600,Calml4
225326,Pik3c3
271457,Rab5a
19344,Rab5b
19345,Rab5c
216238,Eea1
19349,Rab7
13033,Ctsd
11975,Atp6v0a1
21871,Atp6v0a2
27060,Tcirg1
140494,Atp6v0a4
11972,Atp6v0d1
242341,Atp6v0d2
108664,Atp6v1h
54411,Atp6ap1
11984,Atp6v0c
114143,Atp6v0b
16783,Lamp1
16784,Lamp2
19057,Ppp3cc
19055,Ppp3ca
19056,Ppp3cb
19058,Ppp3r1
19059,Ppp3r2
12721,Coro1a
14129,Fcgr1
14130,Fcgr2b
14131,Fcgr3
246256,Fcgr4
mmu05160,Hepatitis C
16835,Ldlr
20778,Scarb1
12520,Cd81
73934,Cldn34c4
74987,Cldn34d
114141,Cldn16
12737,Cldn1
12738,Cldn2
12739,Cldn3
12740,Cldn4
12741,Cldn5
18417,Cldn11
239931,Cldn17
242653,Cldn19
53624,Cldn7
54419,Cldn6
54420,Cldn8
56173,Cldn14
56492,Cldn18
56863,Cldn9
57255,Cldn13
58187,Cldn10
60363,Cldn15
71908,Cldn23
621628,Cldn20
75677,Cldn22
100039801,Cldn24
18260,Ocln
246730,Oas1a
246728,Oas2
246727,Oas3
23961,Oas1b
23960,Oas1g
24014,Rnasel
230073,Ddx58
228607,Mavs
22031,Traf3
56480,Tbk1
56489,Ikbke
54131,Irf3
54123,Irf7
15962,Ifna1
15965,Ifna2
15967,Ifna4
15968,Ifna5
15969,Ifna6
15970,Ifna7
15972,Ifna9
15964,Ifna11
242519,Ifna12
230396,Ifna13
404549,Ifna14
15974,Ifnab
242517,Ifna15
15977,Ifnb1
15978,Ifng
142980,Tlr3
106759,Ticam1
22034,Traf6
19766,Ripk1
12675,Chuk
16150,Ikbkb
16151,Ikbkg
18035,Nfkbia
18033,Nfkb1
19697,Rela
21926,Tnf
15945,Cxcl10
15467,Eif2ak1
19106,Eif2ak2
13666,Eif2ak3
27103,Eif2ak4
667373,Ifit1bl1
15957,Ifit1
16341,Eif3e
13665,Eif2s1
20848,Stat3
12702,Socs3
15975,Ifnar1
15976,Ifnar2
16451,Jak1
54721,Tyk2
20846,Stat1
20847,Stat2
16391,Irf9
17858,Mx2
58185,Rsad2
51792,Ppp2r1a
73699,Ppp2r1b
52432,Ppp2r2d
72930,Ppp2r2b
269643,Ppp2r2c
71978,Ppp2r2a
19052,Ppp2ca
19053,Ppp2cb
56469,Pias1
13645,Egf
13649,Egfr
14784,Grb2
20662,Sos1
20663,Sos2
15461,Hras
16653,Kras
18176,Nras
109880,Braf
110157,Raf1
11836,Araf
22631,Ywhaz
54401,Ywhab
22630,Ywhaq
22627,Ywhae
22629,Ywhah
22628,Ywhag
26395,Map2k1
26396,Map2k2
26413,Mapk1
26417,Mapk3
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
11651,Akt1
11652,Akt2
23797,Akt3
56637,Gsk3b
12387,Ctnnb1
12015,Bad
12575,Cdkn1a
22059,Trp53
12566,Cdk2
12567,Cdk4
12571,Cdk6
19645,Rb1
13555,E2f1
242705,E2f2
13557,E2f3
21937,Tnfrsf1a
71609,Tradd
22030,Traf2
14103,Fasl
14102,Fas
14082,Fadd
12370,Casp8
12367,Casp3
12633,Cflar
12122,Bid
12028,Bax
12018,Bak1
13063,Cycs
13067,Cyct
11783,Apaf1
12371,Casp9
19192,Psme3
20181,Rxra
19013,Ppara
22259,Nr1h3
12443,Ccnd1
17869,Myc
mmu05161,Hepatitis B
15530,Hspg2
20493,Slc10a1
21803,Tgfb1
21808,Tgfb2
21809,Tgfb3
21812,Tgfbr1
21813,Tgfbr2
17127,Smad3
12575,Cdkn1a
26419,Mapk8
26420,Mapk9
26414,Mapk10
17869,Myc
13654,Egr2
13655,Egr3
12914,Crebbp
328572,Ep300
14103,Fasl
13194,Ddb1
107986,Ddb2
26401,Map3k1
22631,Ywhaz
54401,Ywhab
22630,Ywhaq
26398,Map2k4
18706,Pik3ca
18707,Pik3cd
74769,Pik3cb
18709,Pik3r2
18708,Pik3r1
18710,Pik3r3
11651,Akt1
11652,Akt2
23797,Akt3
12675,Chuk
16150,Ikbkb
16151,Ikbkg
18035,Nfkbia
18033,Nfkb1
19697,Rela
17395,Mmp9
12043,Bcl2
12015,Bad
14102,Fas
14082,Fadd
12370,Casp8
12122,Bid
12028,Bax
11783,Apaf1
13063,Cycs
13067,Cyct
12371,Casp9
12367,Casp3
12364,Casp12
11799,Birc5
22059,Trp53
12428,Ccna2
12427,Ccna1
12566,Cdk2
12447,Ccne1
12448,Ccne2
19645,Rb1
13555,E2f1
242705,E2f2
13557,E2f3
54411,Atp6ap1
18750,Prkca
18751,Prkcb
18752,Prkcg
